lieu;titre;adresse;ville;code_postal;code_insee
supersonic;trilogie du samedi - nuit 90s 2000s du supersonic;9 rue biscornet;paris;75012;75112
la gaite lyrique;n lab : paleo-energetique;3 bis rue papin;paris;75003;75103
petit bain;low roar + guest;7 port de la gare;paris;75013;75113
le 6b;quand on prendra la rue, pensez a bien separer l femmx de l casseurse;6-10, quai de seine;saint-denis;93200;
centre pompidou - galerie de enfants;le peuple de demain, une exposition-atelier de jean-charles de castelbajac;place georges pompidou;paris;75004;75104
mediatheque musicale de paris (mmp);seminaire paroles, paroles, college international de philosophie;8 porte saint eustache;paris;75001;75101
la cigale;balade chamanique avec le concert de anne paceo;120 boulevard de rochechouart;paris;75018;75118
foire du trone;tout savoir sur la foire du trone 2022;pelouse de reuilly - porte doree;paris;75012;75112
memorial de la shoah;les eglises face a la shoah;17 rue geoffroy l'asnier;paris;75004;75104
supersonic;kali masi  chew  alista / supersonic (free entry);9 rue biscornet;paris;75012;75112
fgo-barbara;stage de salsa cubaine debutant intensif les dimanches;1 rue fleury;paris;75018;75118
creche collective goutte d'or;les samedis en famille  creche goutte d'or;59 rue de la goutte d'or;paris;75018;75118
studio de l'ermitage;pegazz festival 2022;8 rue de l'ermitage;paris;75020;75120
jardin21;les ateliers de jardinage de dede | special enfants;12/a rue ella fitzgerald;paris;75019;75119
non renseigne;stage de theatre / aout 2022 / paris;non renseigne;non renseigne;75000;
chapelle saint-louis de la pitie-salpetriere;"""celui qui dit oui, celui qui dit non"" de b.brecht - compagnie les affranchis";83 bd de l'hopital;paris;75013;75113
l'international;dude low + cour de recre + guest;5 rue moret;paris;75011;75111
bibliotheque rainer maria rilke;venez relever le defi de l'olympiade culturelle !;88 ter boulevard de port-royal;paris;75005;75105
bibliotheque buffon;venez reviser a la bibliotheque buffon;15 bis rue buffon;paris;75005;75105
jardin de l'hospice debrousse;bibliotheque hors les murs 2022 - mediatheque marguerite duras;148 rue de bagnolet;paris;75020;75120
cargo;cargo le summer spot parisien reprend du service !;1 port bercy aval;paris;75012;75112
non renseigne;paris sport dimanches : le programme des cours de sports gratuits;non renseigne;non renseigne;75000;
le hasard ludique;dj set gratuit i camila rhodes;128 avenue de saint-ouen;paris;75018;75118
maison paris nature;les coulisses du jardin des papillons;parc floral de paris;paris;75012;75112
korhom - le 156;festival des droits humains;156 rue d'aubervilliers;paris;75019;75119
theatre du gymnase;9e edition du festival impro en seine;38 bd de bonne nouvelle;paris;75010;75110
non renseigne;visite-conference sur la petite ceinture;non renseigne;non renseigne;75000;
sunset & sunside;guitars unlimited invite thomas dutronc, sylvain luc & claude engel;60 rue des lombards;paris;75001;75101
studio bleu grands boulevards;apprenez le cancan dans un cours de danse explosif !;14 boulevard poissonniere;paris;75018;75118
parc floral de paris;ana carla maza;route de la pyramide;paris;75012;75112
parc floral de paris;yissy garcia y bandancha;route de la pyramide;paris;75012;75112
parc floral de paris;chelsea carmichael;route de la pyramide;paris;75012;75112
parc floral de paris;william christie, lea desandre, theotime langlois de swarte, thomas dunford;route de la pyramide;paris;75012;75112
parc floral de paris;orchestre de l'opera royal de versailles  stabat mater pour deux castrats ;route de la pyramide;paris;75012;75112
centre cpa richard wright actisce;stages vacances ete centre paris anim' richard right;76bis rue de rennes, 75006 paris, france;paris;75006;75106
bibliotheque l'heure joyeuse;spectacle | peter pan;6-12 rue des pretres saint-severin;paris;75005;75105
le monfort theatre;le bonheur (n'est pas toujours drole);parc georges brassens, 106 rue brancion;paris;75015;75115
mediatheque francoise sagan;rencontre avec l'auteur timour muhidine;8 rue leon schwartzenberg;paris;75010;75110
le parc andre-citroen;le parc andre-citroen;entree du jardin, angle rue balard et rue saint-charles, metro balard;paris;75015;75115
academie du climat;festival culture ocean;2 place baudoyer;paris;75004;75104
non renseigne;week-end de formation a l'ecriture du roman;non renseigne;non renseigne;75000;
bibliotheque gutenberg;atelier jeux video;8 rue de la montagne d'aulas;paris;75015;75115
goethe-institut paris;une nuit de la philosophie au goethe-institut paris  10.06.2022  20h-5h;17 avenue d'iena;paris;75116;75116
non renseigne;ladies club, saison 2 : 12 dates, 10 playgrounds a paris;non renseigne;non renseigne;75000;
bibliotheque robert sabatier;portes ouvertes du sablab;29 rue hermel;paris;75018;75118
galerie philippe gelot;exposition & dedicace a la galerie philippe gelot;29 rue saint paul;paris;75004;75104
fgo-barbara;point mort, yarotz + parlor en concert au fgo-barbara;1 rue fleury;paris;75018;75118
bibliotheque saint-eloi;bibliopi en fete 2022 !;23 rue du colonel rozanoff;paris;75012;75112
non renseigne;festival #exploreparis : le grand paris a pied, a velo... ou sur leau !;non renseigne;non renseigne;75000;
lycee jacques-decour;a l'abri des forets  johnny lebigot;12 avenue trudaine;paris;75009;75109
la gaite lyrique;l'exposition  shiny gold  pour feter les 10 ans de la gaite lyrique;3 bis rue papin;paris;75003;75103
parc des buttes chaumont;exposition : napoleon et lesthetique urbaine de paris;rue botzaris;paris;75019;75119
galerie rabouan moussion;claire adelfang - hors-scene;11 rue pastourelle;paris;75003;75103
parc monceau;rendez-vous aux jardins - visites flash du parc monceau;35, boulevard de courcelles;paris;75008;75108
musee de montmartre;visite guidee des jardins renoir;12 rue cortot;paris;75018;75118
cinema chaplin denfert;films + atelier sensoriel pour les tout petits !;24 place denfert-rochereau;paris;75014;75114
la monnaie de paris;monnaies & merveilles;11 quai conti;paris;75006;75106
musee de la vie romantique, hotel scheffer-renan;atelier herbier au musee par manolita filippi de l'association horti tutti;16 rue chaptal;paris;75009;75109
non renseigne;visite guidee privee  fiertes !  au centre pompidou;non renseigne;non renseigne;75000;
la maison des metallos;[fabrique] une autre experience du theatre avec les comediennes de catalyse;94, rue jean-pierre timbaud;paris;75011;75111
parc rives de seine;paris sport dimanches : rives de seine;63 voie georges pompidou;paris;75004;75104
theatre 14;universite populaire du theatre 14 : rencontre avec jacques osinski;20, avenue marc sangnier;paris;75014;75114
badaboum;concert  taxi kebab;2 rue des taillandiers;paris;75011;75111
8 rue raymond queneau, bobigny 93000;la meute x le barboteur : la barbotance is back !;8 rue raymond queneau;bobigny;93000;93008
theatre de la ville - espace cardin;j'ai trop d'amis;1 avenue gabriel;paris;75008;75108
maison paris nature;sortie ornithologique;parc floral de paris;paris;75012;75112
musee d'orsay;au musee, les enfants sont les rois!;1 rue de la legion d'honneur;paris;75007;75107
galerie les arts dessines;dominique corbasson, paris sur le motif;19 rue chapon;paris;75003;75103
mediatheque francoise sagan;du geste sportif au geste photographique (accrochage photo);8 rue leon schwartzenberg;paris;75010;75110
parc floral de paris;nout;route de la pyramide;paris;75012;75112
mpaa/saint-blaise - maison des pratiques artistiques amateurs;rebonds ! atelier danse / basketball equipe mpaa/saint-blaise;37/39 rue saint-blaise;paris;75020;75120
pavillon de l'arsenal;construire en terre crue avec cycle terre;21 boulevard morland;paris;75004;75104
metro jourdain;visite guidee : belleville insolite;place du jourdain (devant l'eglise);paris;75020;75120
musee de la vie romantique;heroines romantiques;16, rue chaptal;paris;75009;75109
supersonic;ecstatic vision  slowbot  tigerleech;9 rue biscornet;paris;75012;75112
college des bernardins;notre-dame de paris, l'exposition augmentee;20 rue de poissy;paris;75005;75105
fgo-barbara;nerlov + perez en concert a fgo-barbara;1 rue fleury;paris;75018;75118
la gaite lyrique;n lab : la terre a former;3 bis rue papin;paris;75003;75103
le baiser sale;concert : jam session animee par simon chivallon - hommage a gigi gryce #placeauxjeunes;58 rue des lombards;paris;75001;75101
bibliotheque claude levi-strauss;ecrire la famille au portugal;41 avenue de flandre;paris;75019;75119
memorial de la shoah;temoignages de rachel jaegle, alice mendelson et francoise mandelbaum reiner;17 rue geoffroy l'asnier;paris;75004;75104
centre pompidou;shirley jaffe - une americaine a paris;place georges-pompidou;paris;75004;75104
creche collective municipale massena;les samedis en famille  creche massena;49 boulevard massena;paris;75013;75113
creche familiale municipale versailles;les samedis en famille  creche versailles;75 avenue de versailles;paris;75016;
centre cuturel coreen;defile virtuel de lanternes bouddhiques;20 rue la boetie;paris;75008;75108
le point fort d'aubervilliers;danyel waro + seksion maloya;174 avenue jean jaures;aubervilliers;93300;93001
centre spirituel et culturel orthodoxe russe;exposition photo  le mystere du cheval ;1 quai branly;paris;75007;75107
musee de la vie romantique, hotel scheffer-renan;un week-end en famille au musee de la vie romantique;16 rue chaptal;paris;75009;75109
non renseigne;le parc georges brassens;non renseigne;non renseigne;75000;
palais de la porte doree - aquarium tropical;"atelier ""mon alguier deco"" (6-10 ans)";293 av. daumesnil;paris;75012;75112
la recyclerie;petit marche de la presse d'ecologie;83 boulevard ornano;paris;75018;75118
micadanses-paris;festival fait maison;15 rue geoffroy-l'asnier;paris;75004;75104
non renseigne;concerts flottants - ete du canal;non renseigne;non renseigne;75000;
le monfort theatre;out of the blue  frederi vernier & sebastien davis-vangelder;parc georges brassens, 106 rue brancion;paris;75015;75115
mediatheque marguerite duras;paysages tactiles;115, rue de bagnolet;paris;75020;75120
bibliotheque fessart;atelier creatif avec denitza mineva autour de son livre pour toujours;6 rue fessart;paris;75019;75119
le carreau du temple;la boum boom bum;4 rue eugene spuller;paris;75003;75103
quai de l'hotel de ville, quai de la tournelle, quai montebello, quai malaquais;festival des bouquinistes des quais de seine : paname bouquine;quai de l'hotel de ville;paris;75004;75104
auditorium de radio france;chorus line #9 rias kammerchor berlin, psaumes poetiques;116 avenue du president kennedy;paris;75016;
itinerances - aurore;paris 10e : ou donner vos vetements a paris ?;61 boulevard magenta;paris;75010;75110
philharmonie de paris;opera et politique / lamerique face a son histoire;221 avenue jean jaures;paris;75019;75119
atelier de recherche et de creation pour l'art lyrique (arcal);recital du dsjc;87 rue des pyrenees;paris;75020;75120
le baiser sale;jam session tom ibarra;58 rue des lombards;paris;75001;75101
theatre de la ville - abbesses;trio van baerle;31 rue des abbesses;paris;75018;75118
theatre de la ville - abbesses;nosztalgia express;31 rue des abbesses;paris;75018;75118
non renseigne;brochure 2021 / 2022;non renseigne;non renseigne;75000;
institut du monde arabe;nouveau : venez a l'ima apprendre l'arabe en chantant !;1 rue fosses saint bernard;paris;75005;75105
theatre halle roublot;l'apero des possibles;95 rue roublot;fontenay sous bois;94120;94033
la fab.;lenfance dans la collection agnes b.;place jean-michel basquiat;paris;75013;75113
maison de victor hugo;visites conferences la vie et l'uvre de victor hugo;6 place des vosges;paris;75004;75104
non renseigne;conference-spectacle et concert autour des  ecrits du silence, memoires de dame hyegyeong ;non renseigne;non renseigne;75000;
librairie bulles en vrac;concours de comic strips  3 a 4 cases, 1 ligne ;9 rue de mirbel;paris;75005;75105
jardin des tuileries;stage de perspective au jardin des tuileries;34, quai du louvre;paris;75001;75101
musee du louvre;stage de dessin du portrait au musee du louvre;rue de rivoli;paris;75001;75101
bois de vincennes;balade contee au bois de vincennes;route de la pyramide;paris;75012;75112
mediatheque jean-pierre melville;atelier creatif;79 rue nationale;paris;75013;75113
bibliotheque amelie;les samedis d'amelie (de 3 a 5 ans);164 rue de grenelle;paris;75007;75107
au plaisir des mots;atelier d'ecriture ecrire en partant de soi;13 rue des huissiers;neuilly-sur-seine;92200;92051
institut du monde arabe;algerie mon amour - artistes de la fraternite algerienne 1953-2021;1 rue des fosses saint-bernard;paris;75005;75105
sunset & sunside;klt & jessy elsa palma;60 rue des lombards;paris;75001;75101
le bal blomet;les 1001 nuits du jazz au bal blomet;33 rue blomet;paris;75015;75115
esi traversiere;paris 12e : collecte de produits d'hygiene;17 rue traversiere;paris;75012;75112
studio 104 radio france;roule galette et vassilissa la-tres-belle;116 avenue du president kennedy;paris;75016;
le baiser sale;le velvet club - a tribute to nat king cole presente l.o.v.e;58 rue des lombards;paris;75001;75101
centre paris anim' baudricourt;programmation intelligence artificielle;6 rue simone weil;paris;75013;75113
le baiser sale;jam session animee par nora kamm;58 rue des lombards;paris;75001;75101
le baiser sale;jam session animee par simon chivallon;58 rue des lombards;paris;75001;75101
le baiser sale;#jazzdedemain cynthia abraham;58 rue des lombards;paris;75001;75101
centre paris anim' la grange aux belles;le pangolin au bord de l'extinction - expo de julien faure;6 rue boy zelenski;paris;75010;75110
supersonic;sunday tribute - the velvet underground & lou reed;9 rue biscornet;paris;75012;75112
chateau de vincennes;coupe du monde de tir a l'arc;avenue de paris;vincennes;94300;94080
